ID,Species,Owner,Country.of.Origin,Company,Region,Producer,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Color,altitude_low_meters,altitude_high_meters,altitude_mean_meters
95,Arabica,ethiopia commodity exchange,Ethiopia,NA,sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,2010,"June 17th, 2010",Ethiopia Commodity Exchange,NA,,7.67,8,7.83,8,7.92,7.83,10.0,10.0,10.0,7.83,85.08,0,NA,-1,-1,-1
96,Arabica,kona pacific farmers cooperative,United States,NA,kona,NA,NA,"May 17th, 2010",Kona Pacific Farmers Cooperative,NA,,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,85.08,0,NA,-1,-1,-1
97,Arabica,kyagalanyi coffee ltd,Uganda,kyagalanyi coffee ltd,eastern uganda,Kyagalanyi Coffee Ltd,2016,"July 24th, 2017",Kyagalanyi Coffee Ltd,SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8,85,0.11,Green,1800,1800,1800
98,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,huila,La Plata,2016,"February 15th, 2017",Racafe & Cia S.C.A,Caturra,Washed / Wet,8,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85,0,Green,-1,-1,-1
99,Arabica,troy quimby,Costa Rica,bold coast coffee,tarrazu,Manuel Montero,2016,"January 30th, 2017",Troy Quimby,Catuai,Washed / Wet,7.83,8,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85,0.12,Green,1900,1900,1900
100,Arabica,NA,Mexico,NA,veracruz,Varios productores minifundistas,2015,"September 21st, 2016",NA,Typica,Washed / Wet,7.83,8,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85,0.09,Green,1300,1300,1300
101,Arabica,simon mahinda,Kenya,c dorman ltd,NA,NA,2015,"May 7th, 2016",SIMON MAHINDA,NA,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85,0.11,Green,1,1,1
102,Arabica,rashid moledina & co. (msa) ltd.,Kenya,rashid moledina & co. (msa) ltd,central kenya,NA,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85,0,Green,1580,1580,1580
103,Arabica,nucoffee,Brazil,nucoffee,grama valley,Idalina M. De Andrade Ferreira,2012,"February 29th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,8,8,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8,85,0.12,Green,1100,1100,1100
104,Arabica,young kim,Mexico,NA,mexico,Finca Kassandra,NA,"April 6th, 2011",Young Kim,Pacamara,,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,85,0,NA,1400,1400,1400
105,Arabica,kona pacific farmers cooperative,United States,NA,kona,NA,NA,"February 24th, 2011",Kona Pacific Farmers Cooperative,NA,,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,85,0,NA,-1,-1,-1
106,Arabica,carl walker,Guatemala,NA,"chuva, san marcos",Federico Weller,2009,"September 7th, 2010",Carl Walker,NA,,7.83,8.08,7.67,8,7.75,7.67,10.0,10.0,10.0,8,85,0.04,NA,325,483,404
107,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,huila,La Plata,2016,"November 25th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0,NA,-1,-1,-1
108,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,huila,La Plata,2015,"October 26th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,0.12,Green,1600,1950,1775
109,Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,natou county,SU CHUEN SHIAN,2015,"June 9th, 2015","Lin, Che-Hao Krude",Typica,Semi-washed / Semi-pulped,7.67,7.83,8,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,Green,800,800,800
110,Arabica,taylor winch (t) ltd,Tanzania,taylor winch (t) ltd,mbeya,Hasambo AMCOS,2014,"December 12th, 2014",Taylor Winch (T) Ltd,NA,Washed / Wet,8,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,Green,1620,1620,1620
111,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,huila,LA PLATA,2012,"December 11th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,0.11,Green,1600,1950,1775
112,Arabica,artemio zapata tejeda,Mexico,NA,coatepec,ARTEMIO ZAPATA TEJEDA,2012,"July 11th, 2012",ARTEMIO ZAPATA TEJEDA,Typica,Semi-washed / Semi-pulped,7.75,8,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,84.92,0.11,NA,1200,1200,1200
113,Arabica,nucoffee,Brazil,nucoffee,south of minas,Glaucio Carneiro Pinto,2011,"December 23rd, 2011",NUCOFFEE,Bourbon,Natural / Dry,8,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,0.11,Green,1200,1200,1200
114,Arabica,nucoffee,Brazil,nucoffee,south of minas,Ricardo Luiz Ferreira,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Natural / Dry,8,8,7.75,8,7.5,7.75,10.0,10.0,10.0,7.92,84.92,0.12,Green,1000,1000,1000
115,Arabica,brian speckman,Kenya,NA,NA,NA,NA,"August 26th, 2010",Brian Speckman,NA,,8,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,84.92,0.06,NA,-1,-1,-1
116,Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,"dongshan dist., tainan city ??????",Wang Chao Yung,2016,"May 18th, 2016","Lin, Che-Hao Krude",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8,84.83,0,Green,350,350,350
117,Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd,eastern,Sipi organic coffee project,2013,"June 30th, 2014",Kawacom Uganda LTD,SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,Green,1400,1900,1650
118,Arabica,kona pacific farmers cooperative,United States,kona pacific farmers cooperative,kona,NA,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,0,NA,-1,-1,-1
119,Arabica,ethiopia commodity exchange,Ethiopia,NA,sidamo,Sidama Coffee Farmers Coop. Union,2009,"June 17th, 2010",Ethiopia Commodity Exchange,NA,,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8,84.83,0.1,NA,1500,2000,1750
120,Arabica,philip schluter,Ethiopia,NA,sidamo,Sidama Coffee Farmers Coop. Union,2009,"June 17th, 2010",Philip Schluter,NA,,7.42,7.92,7.92,8,7.83,7.83,10.0,10.0,10.0,7.92,84.83,0.1,NA,1500,2000,1750
121,Arabica,koju matsuzawa,Thailand,matsuzawa coffee,thailand,Matsuzawa Coffee,2015,"June 27th, 2016",Koju Matsuzawa,Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8,84.75,0.12,Green,-1,-1,-1
122,Arabica,lydiah mwangi,Kenya,c dorman ltd,nyeri,KARATINA,2014,"June 2nd, 2015",Lydiah Mwangi,SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,Green,1800,1800,1800
123,Arabica,cadexsa,Honduras,cadexsa,marcala,Omar Acosta,2014,"April 25th, 2014",CADEXSA,Catuai,Washed / Wet,7.83,7.75,8,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,Green,1450,1450,1450
124,Arabica,the coffee source inc.,El Salvador,NA,santa ana,Several producers,NA,"August 23rd, 2011",The Coffee Source Inc.,NA,,7.75,8,8,8.33,7.67,7.92,10.0,10.0,9.33,7.75,84.75,0.15,NA,1200,1200,1200
125,Arabica,grounds for health admin,Nicaragua,NA,jinotega,Juan Alvaro Munguia,NA,"May 31st, 2010",Grounds for Health Admin,NA,,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,84.75,0.18,NA,800,1050,925
126,Arabica,NA,El Salvador,cafetalera del pacifico,apaneca,J.J. Borja Nathan,2016,"June 26th, 2017",NA,Bourbon,Washed / Wet,7.83,7.83,7.5,8,7.83,7.67,10.0,10.0,10.0,8,84.67,0,Blue-Green,1350,1350,1350
127,Arabica,sanjava coffee,Indonesia,pt. shriya artha nusantara,"temanggung, indonesia",PT. Shriya Artha Nusantara,2016,"November 24th, 2016",SanJava Coffee,Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,Green,1200,1200,1200
128,Arabica,koju matsuzawa,Japan,matsuzawa coffee,ada okinawa japan,Taijiro TOKUDA,NA,"November 2nd, 2016",Koju Matsuzawa,Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,0.12,Green,170,170,170
129,Arabica,rodrigo soto,Costa Rica,panamerican coffee trading,tarrazu,Johanna,2015,"October 4th, 2016",Rodrigo Soto,Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,Blue-Green,1150,1150,1150
130,Arabica,juan luis alvarado romero,Guatemala,"waelti schoenfeld exportadores de cafe, s.a.",acatenango,JUAN BOCK,2015,"June 1st, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.75,7.83,7.58,8,7.92,7.75,10.0,10.0,10.0,7.83,84.67,0.1,Green,1600,1600,1600
131,Arabica,fabian calderon mora,Costa Rica,NA,tarrazu,NA,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Washed / Wet,8.17,8,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,0.12,Green,1750,1750,1750
132,Arabica,essencecoffee,Ethiopia,essence coffee,yirgacheffe,Moplaco,2014,"May 23rd, 2015",EssenceCoffee,Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,0.1,NA,1900,1900,1900
133,Arabica,essencecoffee,Costa Rica,essence coffee,costa rica,Maria Elena Castro,2014,"May 23rd, 2015",EssenceCoffee,NA,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,Green,1750,1750,1750
134,Arabica,eric thormaehlen,Costa Rica,coricafe s.a.,west valley,CORICAFE BLEND,2014,"March 5th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,8,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8,84.67,0.11,Green,1200,1200,1200
135,Arabica,rob tuttle,Costa Rica,thrive farmers,NA,NA,2012,"January 3rd, 2014",Rob Tuttle,NA,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,84.67,0,Green,-1,-1,-1
136,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,taichung xinshe ??????,Gu yong long,2013,"December 26th, 2013",CQI Taiwan ICP CQI,Typica,Washed / Wet,8,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,0.11,Green,1000,1000,1000
137,Arabica,NA,Colombia,ecom cca sa,santander,NA,2013,"December 20th, 2013",NA,Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,0,Green,1550,1550,1550
138,Arabica,dream together,Kenya,dream together inc.,nyeri,Sasini,2012,"September 16th, 2012",Dream Together,SL28,Washed / Wet,7.75,7.92,7.83,8,7.58,7.75,10.0,10.0,10.0,7.83,84.67,0.11,Bluish-Green,2000,2000,2000
139,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,2012,"July 17th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,7.67,84.67,0.11,Green,399,399,399
140,Arabica,juan luis alvarado romero,Guatemala,sertrasa,acatenango,SERTRASA,2012,"July 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.83,7.67,8,7.67,7.83,10.0,10.0,10.0,8,84.67,0.12,Green,465,465,465
141,Arabica,organizaciones de productores de cafe colimense,Mexico,organizaciones de productores de cafe colimense sa de cv,el remudadero,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.13,NA,1200,1200,1200
142,Arabica,afca,Uganda,ugacof ltd,mbale,NA,2012,"February 13th, 2012",AFCA,NA,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,0.11,Blue-Green,1700,1850,1775
143,Arabica,benjamin schmerler,Peru,NA,"penachi, cecanor",CECANOR,NA,"June 14th, 2011",Benjamin Schmerler,NA,,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0,NA,-1,-1,-1
144,Arabica,ethiopia commodity exchange,Ethiopia,NA,sidamo,Sidama Coffee Farmers Coop. Union,2009,"June 17th, 2010",Ethiopia Commodity Exchange,NA,,7.42,7.75,7.75,8,8.0,7.92,10.0,10.0,10.0,7.83,84.67,0.2,NA,1500,2000,1750
145,Arabica,jungle estate,Kenya,keremara limited,nyeri,JUNGLE ESTATE,NA,"January 11th, 2018",Jungle Estate,SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,84.58,0.11,Blue-Green,1754,1754,1754
146,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,santander,NA,2016,"January 10th, 2017",Racafe & Cia S.C.A,NA,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,8.08,84.58,0,Blue-Green,1500,1500,1500
147,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,huila,La Plata,2016,"December 28th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.58,8,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0,Green,-1,-1,-1
148,Arabica,daniel magu,Kenya,c dorman ltd,nyeri,BLEND,2013,"July 21st, 2014",Daniel Magu,Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,84.58,0.1,Bluish-Green,1800,1800,1800
149,Arabica,juan luis alvarado romero,Guatemala,"armajaro guatemala, s. a.",jalapa,ROBERTO MONTERROSO,2014,"May 29th, 2014",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,7.83,84.58,0.11,Green,465,465,465
150,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,2014,"March 24th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,84.58,0.09,Green,372,372,372
151,Arabica,NA,Colombia,ecom cca sa,santander,NA,2013,"December 20th, 2013",NA,Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,7.83,84.58,0,NA,1550,1550,1550
152,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,huila,La Plata,2013,"December 6th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,7.92,84.58,0,NA,1600,1900,1750
153,Arabica,taylor winch (coffee) ltd.,Kenya,taylor winch (coffee) ltd,NA,changeru wet mill,2013,"August 30th, 2013",Taylor Winch (Coffee) Ltd.,SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,7.75,84.58,0,Green,-1,-1,-1
154,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,NA,2012,"July 17th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.83,7.83,8,7.58,7.92,10.0,10.0,10.0,7.75,84.58,0,Green,1750,1750,1750
155,Arabica,lusso lab,Costa Rica,lusso coffee lab,tres rios,NA,2012,"March 12th, 2013",LUSSO LAB,Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.12,Bluish-Green,1450,1700,1575
156,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,varios,2012,"October 9th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,0.11,Green,1800,1800,1800
157,Arabica,nucoffee,Brazil,nucoffee,vale da grama,Homero Texeira de Macedo Junior,2011,"December 23rd, 2011",NUCOFFEE,Bourbon,Semi-washed / Semi-pulped,8,8,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,84.58,0.12,Green,1300,1300,1300
158,Arabica,nucoffee,Brazil,nucoffee,mountains of minas gerais,NA,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Semi-washed / Semi-pulped,8.5,8,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,84.58,0.11,Blue-Green,1100,1100,1100
159,Arabica,max gurdian,Costa Rica,NA,valle central,Various,2017,"November 28th, 2017",Max Gurdian,Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8,84.5,0.1,Bluish-Green,1200,1200,1200
160,Arabica,ecom japan limited,Uganda,kawacom uganda ltd,eastern uganda,Kawacom Uganda Ltd,2016,"March 14th, 2017",ECOM Japan Limited,SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,84.5,0.11,Green,1750,1750,1750
161,Arabica,yunnan coffee exchange,China,yunnan coffee exchange,yunnan,NA,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.92,84.5,0.1,Green,1680,1680,1680
162,Arabica,fabian calderon mora,Costa Rica,NA,tarrazu,NA,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,0.11,Green,1700,1700,1700
163,Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,cauca,NA,2015,"June 5th, 2015",Federacion Nacional de Cafeteros,NA,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.5,0.12,Green,1800,1800,1800
164,Arabica,eric wu,China,"puer jiangcheng fuwang coffee biotechnology co., ltd",yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",2013,"June 16th, 2014",Eric Wu,NA,Washed / Wet,7.67,8,7.75,7.83,7.75,7.58,10.0,10.0,10.0,7.92,84.5,0,Green,1100,1100,1100
165,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,LUIS RODRIGUEZ,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,84.5,0.11,Green,399,399,399
166,Arabica,dream together,Kenya,dream together co. ltd,nyeri,NA,2012,"September 16th, 2012",Dream Together,SL28,Washed / Wet,7.92,7.83,7.67,8,7.67,7.75,10.0,10.0,10.0,7.67,84.5,0.11,Blue-Green,2000,2000,2000
167,Arabica,maria imelda uscanga martinez,Mexico,NA,hustusco,MARIA IMELDA USCANGA MARTINEZ,2012,"July 11th, 2012",MARIA IMELDA USCANGA MARTINEZ,Typica,Washed / Wet,8,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,84.5,0.12,Green,1350,1350,1350
168,Arabica,alfredo bojalil,Mexico,ecomtrading,jaltenango,SANTIAGO JOSE ARGUELLO CAMPOS,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.67,84.5,0.11,NA,1500,1500,1500
169,Arabica,juan luis alvarado romero,Guatemala,"transcafe, s.a","el tumbador, san marcos","AGRICOLA NUEVA GRANADA, S.A",2012,"February 16th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,8,7.67,8,7.5,7.83,10.0,10.0,10.0,7.83,84.5,0.11,Green,-1,-1,-1
170,Arabica,daniel friedlander,Brazil,NA,mmm,mmm,NA,"March 23rd, 2011",Daniel Friedlander,NA,,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,8.13,84.5,0,NA,-1,-1,-1
171,Arabica,alexandra katona-carroll,Brazil,NA,test,NA,NA,"March 22nd, 2011",Alexandra Katona-Carroll,NA,,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.5,0,NA,-1,-1,-1
172,Arabica,max gurdian,Costa Rica,NA,tarrazu,Beneficio San Diego,2016,"March 23rd, 2017",Max Gurdian,Caturra,Washed / Wet,7.58,7.83,7.83,8,7.67,7.58,10.0,10.0,10.0,7.92,84.42,0.1,Blue-Green,1300,1300,1300
173,Arabica,aulia arif syahri,Indonesia,pt. olam indonesia,sumatra brastagi,Surbakti,2017,"March 14th, 2017",Aulia Arif Syahri,Mandheling,Other,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8,84.42,0,Blue-Green,1400,1400,1400
174,Arabica,carcafe ltda ci,Colombia,carcafe ltda,pitalito,FRANKLIN DUSSAN,2015,"January 25th, 2016",CARCAFE LTDA CI,Caturra,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,7.67,84.42,0,Green,-1,-1,-1
175,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,huila,La Plata,2014,"July 9th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,7.75,84.42,0,Green,1600,1950,1775
176,Arabica,kao ming lee,Taiwan,tropica galliard,"mountain ali, taiwan",Kao Ming Lee,2012,"July 10th, 2013",Kao Ming Lee,Typica,Washed / Wet,7.83,7.83,7.75,8,7.5,7.75,10.0,10.0,10.0,7.75,84.42,0.11,Blue-Green,1200,1200,1200
177,Arabica,kona pacific farmers cooperative,United States,kona pacific farmers cooperative,kona,NA,2012,"January 21st, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,7.83,84.42,0.11,Blue-Green,-1,-1,-1
178,Arabica,maria amalia guadalupe toriello elorza,Mexico,finca hamburgo,tapachula,MARIA AMALIA GUADALUPE TORIELLO ELORZA,2012,"June 6th, 2012",MARIA AMALIA GUADALUPE TORIELLO ELORZA,Pacamara,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,7.83,84.42,0.12,NA,900,900,900
179,Arabica,ethiopia commodity exchange,Ethiopia,NA,limu,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",2009,"June 17th, 2010",Ethiopia Commodity Exchange,NA,,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,7.75,84.42,0.2,NA,-1,-1,-1
180,Arabica,lydiah mwangi,Kenya,c dorman ltd,nyeri,mutheka,2017,"August 3rd, 2017",Lydiah Mwangi,SL28,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,8.17,84.33,0.11,Green,1800,1800,1800
181,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,comayagua,Nahun Maldonado,2016,"May 11th, 2017",Bismarck Castro,Caturra,,7.92,8,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,84.33,0.1,Green,1500,1500,1500
182,Arabica,NA,Colombia,skn caribecafe ltda,huila,NA,2016,"February 20th, 2017",NA,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,7.5,84.33,0,Green,-1,-1,-1
183,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,central region,Reinerio Zepeda,2016,"April 4th, 2016",Bismarck Castro,Catuai,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,0.11,Green,1500,1500,1500
184,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,la plata,NA,2016,"February 16th, 2016",Racafe & Cia S.C.A,NA,,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.83,84.33,0,NA,-1,-1,-1
185,Arabica,carcafe ltda ci,Colombia,carcafe ltda,huila,FRANKLIN DUSSAN / ANDRES RODRIGUEZ/HIPOLITO TORRES,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.75,7.67,8,7.67,8.08,7.83,10.0,10.0,10.0,7.33,84.33,0.11,Green,442,442,442
186,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,NA,2013,"July 19th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,8.17,84.33,0,Green,1800,1800,1800
187,Arabica,victor hugo melchor cordova,Mexico,NA,tuxtla gutierrez,VICTOR HUGO MELCHOR CORDOVA,2012,"July 27th, 2012",VICTOR HUGO MELCHOR CORDOVA,Typica,Washed / Wet,8,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,7.83,84.33,0.12,Blue-Green,1700,1700,1700
188,Arabica,nucoffee,Brazil,NA,vale da grama,Lucia Maria da Silva Dias,2011,"October 28th, 2011",NUCOFFEE,Yellow Bourbon,,8.17,8,7.5,7.75,7.5,7.67,10.0,10.0,10.0,7.75,84.33,0,NA,1200,1350,1275
189,Arabica,nucoffee,Brazil,NA,south of minas,NA,2011,"October 28th, 2011",NUCOFFEE,NA,,8,8,7.5,7.5,7.67,7.75,10.0,10.0,10.0,7.92,84.33,0.02,NA,900,1200,1050
190,Arabica,benjamin schmerler,Ethiopia,NA,limu,Oromia Coffee Farmers Cooperative Union,NA,"June 14th, 2011",Benjamin Schmerler,NA,,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,7.75,84.33,0,NA,334,576,455
191,Arabica,the coffee source inc.,Guatemala,NA,nuevo oriente,Miguel Hernandez,NA,"April 30th, 2010",The Coffee Source Inc.,NA,,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,7.92,84.33,0.04,NA,409,437,423
192,Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,??? guoshing township,Huang Mei Tao,2016,"August 10th, 2017","Lin, Che-Hao Krude",Typica,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,7.67,84.25,0.12,Blue-Green,1000,1000,1000
